,Imagen_original,Imagen_transformada,Escenario,EscalaGrises,Normalizado,Clahe,Gabor,HOG,MSE,SSIM,HistogramaColor,LSH,SIFT,LPIPS
0,dataset/acuarela.jpg,dataset/acuarela_recortado.jpg,recortado,0.8810729,0.646849,0.7864618,0.7299751,1.0678172,0.09785779595822704,0.8437732913511052,0.10028826882550956,0.4375,0.234375,0.6383
1,dataset/acuarela.jpg,dataset/acuarela_rotado.jpg,rotado,0.72637343,0.52229565,0.45572338,0.4867943,0.081156716,0.09701956792091836,0.8867616357791105,0.0001582825634666163,1.0,0.008219178082191747,0.5541
2,dataset/acuarela.jpg,dataset/acuarela_comprimida.jpg,comprimida,0.13552707,0.030073635,0.097671,0.8319958,0.086718574,0.0008792898995535714,0.044402553711868964,0.0009247631678671597,0.0,0.24603174603174605,0.0381
3,dataset/acuarela.jpg,dataset/acuarela_igual.jpg,igual,0.00029528758,0.023803001,0.07611699,0.03127799,0.0014770279,4.2600047831632656e-06,0.00035652928095852854,3.951284375680597e-05,0.0,0.0,0.0004
4,dataset/acuarela.jpg,dataset/acuarela_retocada.jpg,retocada,0.37494192,0.30487686,0.23940264,0.07874922,0.036905587,0.003366127232142857,0.03474559761605189,0.0006108840341240152,0.046875,0.027100271002710064,0.0359
5,dataset/acuarela.jpg,dataset/acuarela_parecida.jpg,parecida,0.16047141,0.46134198,0.5011068,0.7013726,0.055158645,0.11344048848054847,0.9187204637989683,0.2941147400186156,1.0,0.7521367521367521,0.5065
6,dataset/acuarela.jpg,dataset/acuarela_canalesColor.jpg,canalesColor,0.10433033,0.09416405,0.2692845,0.16958907,0.11670621,0.05565062719228316,0.08165246279110738,0.3524540330342213,0.0625,0.038461538461538436,0.1702
7,dataset/buganvilla.jpg,dataset/buganvilla_recortado.jpg,recortado,0.40461314,0.2952239,0.36830342,1.1881008,0.17385356,0.22459930086096938,0.9206151433902625,0.3160627278218727,1.0,0.31496062992125984,0.6852
8,dataset/buganvilla.jpg,dataset/buganvilla_rotado.jpg,rotado,0.36185881,0.23939629,0.19055519,0.0036809256,0.18594092,0.2572766047512755,0.9536714682142182,0.0009617495954641342,1.0,0.0,0.7043
9,dataset/buganvilla.jpg,dataset/buganvilla_comprimida.jpg,comprimida,0.10597295,0.059344403,0.21409784,0.96525323,0.14288023,0.0018497674186862244,0.03893329885066299,0.0053207029510224935,0.015625,0.20382165605095537,0.0315
10,dataset/buganvilla.jpg,dataset/buganvilla_igual.jpg,igual,0.010286455,0.009890737,0.0339959,0.0004890535,0.010713649,1.5115792410714285e-05,0.0005989408527500295,0.0006624791387267459,0.0,0.0,0.0003
11,dataset/buganvilla.jpg,dataset/buganvilla_retocada.jpg,retocada,0.19789039,0.16674566,0.22930408,0.004481709,0.030561073,0.013373065011160713,0.0891402302768477,0.02870489988970415,0.0625,0.0,0.0882
12,dataset/buganvilla.jpg,dataset/buganvilla_parecida.jpg,parecida,0.75778955,0.8795535,0.52221066,0.050220214,0.110834956,0.26135084024234695,0.955723542084707,0.49903171179454997,1.0,0.536231884057971,0.7146
13,dataset/buganvilla.jpg,dataset/buganvilla_canalesColor.jpg,canalesColor,0.11315934,0.22681001,0.18847094,0.0045736916,0.019801848,0.028891060068558672,0.08970171005951377,0.07436792821588345,0.0625,0.01744186046511631,0.1390
14,dataset/buho.jpg,dataset/buho_recortado.jpg,recortado,0.43310216,0.3064828,0.6136183,1.1371341,0.16299939,0.19656073082748723,0.8900522699146408,0.7397524691685012,1.0,0.18478260869565222,0.6828
15,dataset/buho.jpg,dataset/buho_rotado.jpg,rotado,0.75052226,0.67941886,0.28744283,0.6828303,0.39537808,0.29849287747130104,0.9057449464013028,0.0004710904720111042,1.0,0.0023923444976076125,0.6686
16,dataset/buho.jpg,dataset/buho_comprimida.jpg,comprimida,0.08337024,0.075229876,0.24005698,0.5301907,0.24520087,0.0005523050860969388,0.024470990343117394,0.0032889223560262915,0.015625,0.19161676646706582,0.0289
17,dataset/buho.jpg,dataset/buho_igual.jpg,igual,0.007391383,0.014330842,0.05322746,0.0036630693,0.014698535,4.527861926020408e-06,0.0003484513255842536,0.0003119064215636458,0.0,0.0,0.0004
18,dataset/buho.jpg,dataset/buho_retocada.jpg,retocada,0.12476964,0.11128631,0.2115728,0.15555409,0.08383692,0.012588900669642859,0.08089326927724916,0.401714267143102,0.09375,0.045454545454545414,0.0761
19,dataset/buho.jpg,dataset/buho_parecida.jpg,parecida,0.7101087,0.66515577,0.3770572,0.06493324,0.17781186,0.11650232920121174,0.8495106201926965,0.11986624136723145,0.328125,0.7398373983739837,0.5307
20,dataset/buho.jpg,dataset/buho_canalesColor.jpg,canalesColor,0.043714516,0.040705256,0.17685059,0.018792216,0.057514887,0.00936539720184949,0.05042709030300063,0.4067355761928293,0.015625,0.020231213872832332,0.0840
21,dataset/chimenea.jpg,dataset/chimenea_recortado.jpg,recortado,0.3220932,0.39323178,0.88669527,0.7954435,0.19366287,0.15064005181760204,0.9142333959904018,0.5320250424887647,1.0,0.40104166666666663,0.6161
22,dataset/chimenea.jpg,dataset/chimenea_rotado.jpg,rotado,0.8156343,0.9522087,0.43218538,0.00041080784,0.16970418,0.26293032545440054,0.9488646625287291,0.0007387377611793866,0.59375,0.0073710073710073765,0.6755
23,dataset/chimenea.jpg,dataset/chimenea_comprimida.jpg,comprimida,0.20358765,0.18040693,0.16217335,1.2611092,0.14466827,0.0018126917251275508,0.05949170450646524,0.006206195500096712,0.0,0.32748538011695905,0.0607
24,dataset/chimenea.jpg,dataset/chimenea_igual.jpg,igual,0.027074676,0.01097531,0.082655296,7.990667e-05,0.009407128,7.2580516581632645e-06,0.00033268750799686497,0.00027175469728113466,0.0,0.0,0.0005
25,dataset/chimenea.jpg,dataset/chimenea_retocada.jpg,retocada,0.40176216,0.51424533,0.15123636,0.002499682,0.110577404,0.03728010343590561,0.13122581782306153,0.02138176057400032,0.109375,0.0,0.1130
